name	x	y	z	size	manufacturer
20	-27.12	-1.68	-27.75	6.4100	AdTech
21	-36.79	-0.36	-25.76	6.4100	AdTech
22	-47.08	0.71	-22.56	6.4100	AdTech
113	-37.1	-23.64	6.42	6.4100	AdTech
114	-40.02	-19.54	5.34	6.4100	AdTech
115	-41.71	-14.91	5.27	6.4100	AdTech
116	-44.67	-10.94	5.38	6.4100	AdTech
