name	x	y	z	size	manufacturer
21	11.77	11.11	-15.76	6.4100	AdTech
22	20.54	14.57	-13.36	6.4100	AdTech
88	3.45	40.92	-2.51	6.4100	AdTech
89	13.21	41.22	-1.82	6.4100	AdTech
40	49.26	-14.25	0.98	6.4100	AdTech
41	53.16	-14.85	2.93	6.4100	AdTech
