name	x	y	z	size	manufacturer
25	-3.37	29.74	-2.12	6.4100	AdTech
26	7.89	34.5	1.21	6.4100	AdTech
44	27.79	-6.49	-25.6	6.4100	AdTech
45	32.91	-4.43	-25.66	6.4100	AdTech
16	37.29	-27.15	6.77	6.4100	AdTech
17	40.08	-22.37	3.7	6.4100	AdTech
18	42.48	-18.41	1.24	6.4100	AdTech
19	44.62	-14.82	-0.8	6.4100	AdTech
