name	x	y	z	size	manufacturer
48	-37.88	-32.16	8.44	6.4100	AdTech
49	-41.19	-28.51	6.5	6.4100	AdTech
53	-55.16	-13.25	1.76	6.4100	AdTech
54	-58.05	-9.08	0.11	6.4100	AdTech
55	-19.94	-11.29	-22.36	6.4100	AdTech
56	-29.12	-8.52	-22.23	6.4100	AdTech
97	-17.2	-4.5	29.86	6.4100	AdTech
98	-26.45	-3.71	29.4	6.4100	AdTech
66	-29.6	-34.31	-11.86	6.4100	AdTech
67	-36.34	-26.75	-12.08	6.4100	AdTech
