name	x	y	z	size	manufacturer
78	32.83	-31.73	5.19	6.4100	AdTech
79	36.76	-28.79	4.01	6.4100	AdTech
86	21.81	-10.58	-25.43	6.4100	AdTech
87	26.42	-10.15	-24.17	6.4100	AdTech
88	31.41	-9.59	-22.92	6.4100	AdTech
89	35.76	-9.5	-21.87	6.4100	AdTech
90	40.6	-8.72	-20.66	6.4100	AdTech
91	46.33	-8.14	-20.34	6.4100	AdTech
66	20.07	-36.36	-14.05	6.4100	AdTech
67	24.07	-33.29	-13.53	6.4100	AdTech
79	36.76	-28.79	4.01	6.4100	AdTech
80	40.84	-25.61	2.51	6.4100	AdTech
