name	x	y	z	size	manufacturer
184	-38.55	-30.06	4.7	6.4100	AdTech
185	-42.62	-26.77	2.81	6.4100	AdTech
186	-46.03	-23.02	1.2	6.4100	AdTech
187	-49.52	-20.07	-0.44	6.4100	AdTech
41	-20.44	-1.27	-25.58	6.4100	AdTech
42	-26.14	-1.41	-25.41	6.4100	AdTech
188	-52.96	-16.61	-0.94	6.4100	AdTech
189	-56.39	-12.69	-2.53	6.4100	AdTech
190	-59.78	-8.92	-2.91	6.4100	AdTech
191	-62.15	-4.33	-3.36	6.4100	AdTech
43	-31.7	-0.48	-26.65	6.4100	AdTech
