csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37
399.25233932737984	n/a	n/a	159402.43045838526	313.9735301025212	n/a	n/a	98579.37760503877	290.2447986809128	n/a	84242.04316132361	n/a	n/a	n/a	n/a	-0.0160471074	-0.022339562799999997	-0.0713925891	0.0719912688	-0.07068387429999999	-0.0080346269	0.0529318559	-0.060717860199999994	0.0602186455	-0.0434822822	-0.0797322344	0.09398003949999999	-0.0343000157	0.0633922321	-0.1114612694	-0.0314873267	0.1171731084	0.050331379	0.1571052943	0.1570166674	-0.0121583	n/a	n/a	0.00014782425888999997	0.0410947	n/a	0.0016887743680899998	n/a	0.06984030000000001	n/a	0.004877667504090001	n/a	-0.00226323	n/a	5.122210032900001e-06	n/a	-0.0	n/a	0.0	n/a	0.000111142	n/a	1.2352544164e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
395.0628732729633	-4.1894660544165285	17.551625821108388	156074.6738386895	311.0279635640068	-2.9455665385143566	8.676362232815446	96738.39411877317	288.42924733440447	-1.8155513465083573	83191.43071789107	3.2962266918083083	0.9530670000000002	39.954769	0.7105885000000001	0.0190714498	-0.033828624700000004	-0.023886718900000003	-0.08906838730000001	0.024641602599999996	0.0007884613000000001	-0.0142070898	0.0435039501	0.0740287419	0.0753590681	0.018261569199999998	-0.0046206742	-0.036582380299999995	-0.0401821989	-0.1192035385	0.082657466	-0.025771198199999998	-0.0655005581	0.156868993	0.1560723507	0.0585891	0.07074739999999999	0.005005194606760001	0.00343268263881	-0.01272	-0.05381469999999999	0.0001617984	0.00289602193609	-0.0910749	-0.16091519999999998	0.008294637410009997	0.025893701591039996	0.00262361	0.00488684	6.883329432100001e-06	2.38812051856e-05	0.000905406	0.000905406	8.197600248360001e-07	8.197600248360001e-07	0.00282112	0.002709978	7.9587180544e-06	7.343980760484e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
391.4557685112616	-3.607104761701692	13.011204761891015	153237.61870074243	311.95974163235064	0.9317780683438172	0.8682103686465354	97318.88039932297	286.4251027460788	-2.0041445883256865	82039.33948310178	4.016595530915137	0.814606	34.150185	0.2277328	0.0494806261	0.010380343	-0.0007435963	-0.10167826390000001	0.0777560088	0.0312575199	-0.040424165	0.0365310124	0.0633889219	0.0182162393	0.07179659440000001	-0.0335309995	-0.0316231614	-0.0409362037	-0.06274891610000001	0.0203550509	-0.1558402966	-0.011995565	0.15639674580000001	0.1541893965	0.07156660000000001	0.01297750000000001	0.00016841550625000025	0.005121778235560001	-0.0453885	-0.0326685	0.00206011593225	0.0010672308922499998	-0.198311	-0.10723610000000001	0.039327252721	0.01149958114321	0.00323827	0.00061466	1.0486392592900003e-05	3.778069155999999e-07	0.00151161	0.0006062039999999999	2.2849647921e-06	3.674832896159999e-07	0.00309727	0.0002761500000000002	9.5930814529e-06	7.625882250000009e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
390.72655089255767	-0.7292176187039558	0.5317583354282679	152667.23757239446	311.0228995527658	-0.9368420795848352	0.8776730820808385	96735.24404620985	286.0744170799083	-0.35068566617047736	81838.57210760933	0.1229804364574315	0.8365030000000001	35.068153	0.7791262	0.0398638365	0.0197238692	0.0056451599	-0.044418685599999994	0.0482028604	-0.014172591000000003	-0.050500813	0.0052408342	0.017848914	-0.012408066799999999	0.065764845	-0.0389171408	-0.0134426848	-0.011841948400000002	0.0375123625	0.0236154734	-0.1269703468	-0.0340374644	0.1556892631	0.1513791291	-0.0120799	-0.08364650000000001	0.006996736962250003	0.00014592398400999998	-0.053301199999999986	-0.007912699999999995	0.0028410179214399998	6.261082128999991e-05	-0.027617400000000004	0.17069359999999995	0.0007627207827600003	0.029136305080959986	-0.00241542	-0.00565369	5.834253776400001e-06	3.19642106161e-05	0.00042254	-0.00108907	1.785400516e-07	1.1860734649000003e-06	-0.000497438	-0.0035947080000000007	2.47444563844e-07	1.2921925605264004e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
391.74174182530516	1.0151909327474868	1.0306126299327123	153461.59228832406	312.4323826815105	1.4094831287446823	1.986642690215899	97613.99374804582	286.0419743808756	-0.0324426990326856	81820.0111077095	0.001052528720525419	0.602108	25.241747	0.1183989	0.0295453704	0.0380836654	0.0444226613	-0.0512484587	0.0359561349	0.0202077909	-0.0292278716	0.0140077565	-0.008743206	0.0357793325	0.043026155700000006	-0.0499290421	0.0029327649	-0.0378961889	0.0550911757	0.007014318100000001	-0.0068453751	0.008123511199999999	0.154747609	0.1476584499	-0.00011528	0.01196462	0.00014315213174439996	1.32894784e-08	-0.00197772	0.05132347999999999	3.9113763984e-06	0.002634099599310399	-0.0519316	-0.0243142	0.00269689107856	0.0005911803216399999	-0.00254029	-0.00012487000000000002	6.453073284100002e-06	1.5592516900000003e-08	0.00065664	0.00023409999999999997	4.311760896e-07	5.480281e-08	-0.000240476	0.000256962	5.782870657599999e-08	6.6029469444e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
393.9926470482382	2.2509052229330564	5.0665743226273126	155230.2059280776	314.52213132029607	2.0897486387855797	4.367049373306181	98924.17109026156	286.3121667819448	0.2701924010692096	81974.65684737219	0.07300393359554462	0.605275	25.374552	0.107410214	0.0131378432	0.019143704299999998	-0.0061538782	-0.0256566324	0.0116693049	0.0323800452	-0.0113692113	-0.0067844848	0.0504967202	0.007605975799999999	0.0037860928000000003	-0.0034681657	-0.0318487605	-0.0002850905	-0.0156977369	-0.10204158	-0.0137176193	-0.068427664	0.1535731997	0.14304973529999998	-0.0008768739999999999	-0.000761594	5.80025420836e-07	7.689080118759998e-07	0.0771025	0.07908022	0.00594479550625	0.0062536811952484	-0.0548151	-0.0028834999999999967	0.0030046951880100003	8.314572249999984e-06	-0.00271033	-0.00017003999999999975	7.3458887089e-06	2.8913601599999923e-08	0.00033298199999999995	-0.00032365800000000005	1.1087701232399995e-07	1.0475450096400003e-07	-0.000240476	0.0	5.782870657599999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
392.53937136945336	-1.4532756787848484	2.1120101985475617	154087.15807512566	311.8213253250967	-2.700805995199346	7.294353023704731	97232.5389274998	286.80041455730856	0.4882477753637318	82254.47779024404	0.23838589014763306	0.597541	25.050299	0.147058714	0.0388236152	0.039266460499999996	0.0155461107	-0.051932984	0.035970878	0.0424519108	-0.021374980699999997	0.015958631799999998	0.0530367601	-0.0018327501	0.0367173034	-0.0273149415	-0.0257819585	-0.051250366900000004	0.0207291972	0.0621382863	-0.0381145827	0.1585315323	0.1521678018	0.13758070279999998	0.0274048	0.028281674	0.000799853084242276	0.00075102306304	0.07700499999999999	-9.750000000001424e-05	0.0059297700249999995	9.506250000002776e-09	-0.101561	-0.0467459	0.010314636721	0.00218517916681	-0.00178753	0.0009228	3.1952635009000008e-06	8.515598399999998e-07	0.000647511	0.00031452900000000013	4.192704951210001e-07	9.892849184100004e-08	-3.91322e-05	0.00020134380000000002	1.5313290768399996e-09	4.0539325798439995e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
393.7666297163405	1.2272583468871403	1.5061630500041563	155052.1586781656	314.28918680321016	2.4678614781134343	6.0903402751562234	98777.69294142313	287.0202188272653	0.21980426995673952	82380.60601565125	0.04831391709121522	0.729726	30.591795	0.16245986	0.0418577941	0.0884811783	0.014617748600000001	-0.08555863679999999	0.028053478399999998	0.0897181626	-0.0300254711	0.0019799398000000003	0.046973752599999995	-0.0112385723	0.0183482388	-0.0419758737	-0.0916281473	-0.0710460743	0.0072878942000000006	-0.0473291978	-0.043495485800000004	0.1862263607	0.150533529	0.1312842438	0.02208	-0.005324799999999998	2.835349503999997e-05	0.0004875264000000001	0.0157425	-0.06126249999999999	0.00024782630625	0.0037530939062499994	-0.151953	-0.050392000000000006	0.023089714209	0.002539353664000001	-0.00130136	0.00048617	1.6935378496000004e-06	2.363612689e-07	0.00072356	7.604900000000003e-05	5.235390736e-07	5.783450401000003e-09	0.00030826	0.00034739220000000004	9.50242276e-08	1.2068134062083998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
394.39858010026427	0.6319503839237655	0.39936128774139457	155550.23998510456	314.831036005997	0.5418492027868638	0.29360055856075984	99118.58123260939	287.5129710357082	0.4927522084428802	82663.70851377997	0.2428047389253356	0.9728230000000002	40.783005	0.28599517500000005	0.0499519351	0.1081535793	0.023514030499999998	0.0084333536	-0.0028663937	0.0764528547	-0.0271899665	-0.0509902297	0.0292257634	-0.0100572202	-0.0168748176	-0.0321373591	-0.045903027	-0.0187560546	0.0467346934	-0.11541710849999999	-0.0824711617	0.0403238598	0.1486728395	0.1241982259	0.00938717	-0.012692830000000002	0.00016110793340890005	8.81189606089e-05	0.0222637	0.0065212000000000004	0.0004956723376899999	4.252604944000002e-05	-0.0764683	0.0754847	0.005847400904890001	0.005697939934090001	-0.0043213	-0.00301994	1.867363369e-05	9.1200376036e-06	2.66301e-05	-0.0006969299000000001	7.091622260100002e-10	4.8571128551401e-07	0.000199201	-0.000109059	3.9681038400999984e-08	1.1893865481e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
388.83595484679086	-5.5626252534734135	30.942799710580157	151193.39978161562	309.97296122213197	-4.8580747838650495	23.600890605625448	96083.23668881733	284.7829136767683	-2.73005735893986	81101.30792222968	7.453213183101681	1.469694	61.612968	0.6108967750000001	0.0572337232	-0.060905807	-0.0756925168	0.00356289	0.0802791613	-0.11886763730000001	-0.0585309519	-0.025472846299999997	0.0238322427	-0.0366530863	0.1233120927	-0.04898954690000002	0.0681994224	0.09057975689999999	0.0015359687	0.1405437723	0.0382823543	0.0573889926	0.14658853189999999	0.1163652652	-0.010367	-0.01975417	0.0003902272323889001	0.000107474689	-0.0632748	-0.0855385	0.004003700315040001	0.00731683498225	0.139593	0.21606129999999998	0.019486205649000003	0.046682485357690005	-0.00163389	0.0026874100000000003	2.6695965321e-06	7.2221725081000014e-06	-0.000687145	-0.0007137751	4.72168251025e-07	5.094748933800099e-07	-0.00219047	-0.002389671	4.7981588209e-06	5.710527488241001e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
