name	x	y	z	size	manufacturer
23	-4.35	-33.44	28.4	6.4100	AdTech
24	-14	-33.91	27.28	6.4100	AdTech
70	-42.63	-33.08	5.4	6.4100	AdTech
71	-47.35	-29.43	4.76	6.4100	AdTech
165	-58.06	11.42	3.01	6.4100	AdTech
170	-60.05	4.18	8.81	6.4100	AdTech
19	-12.38	-10.06	-19.83	6.4100	AdTech
20	-22.71	-10.91	-19.03	6.4100	AdTech
39	-0.97	-9.66	44.66	6.4100	AdTech
40	-6.27	-8.98	43.25	6.4100	AdTech
