name	x	y	z	size	manufacturer
25	-1.46	-10.12	27.83	6.4100	AdTech
26	-4.47	-6.6	38.23	6.4100	AdTech
53	-34.53	-25.44	11.11	6.4100	AdTech
54	-39.09	-20.71	11.08	6.4100	AdTech
57	-51.13	-10.21	7.68	6.4100	AdTech
58	-54.94	-5.89	7.34	6.4100	AdTech
