name	x	y	z	size	manufacturer
12	-13.71	-4.51	-14.72	6.4100	AdTech
13	-16.39	-4.37	-15.14	6.4100	AdTech
18	-29.59	-3.65	-18.4	6.4100	AdTech
17	-26.93	-3.78	-17.91	6.4100	AdTech
21	-49.49	-19.43	13.2	6.4100	AdTech
22	-54.01	-16.05	11.14	6.4100	AdTech
