name	x	y	z	size	manufacturer
33	-36.92	-35.94	5.94	6.4100	AdTech
34	-38.77	-31.33	3.53	6.4100	AdTech
41	-19.35	-0.08	-25.23	6.4100	AdTech
42	-28.6	2.96	-23.53	6.4100	AdTech
