name	x	y	z	size	manufacturer
68	-44.08	-12.95	9.68	6.4100	AdTech
69	-49.21	-12.65	7.77	6.4100	AdTech
71	-59.47	-11.27	2.81	6.4100	AdTech
72	-64.78	-11.83	1.2	6.4100	AdTech
83	17.59	-5.94	-17.01	6.4100	AdTech
84	20.44	-5.58	-17.47	6.4100	AdTech
76	-13.86	-4.54	-20.95	6.4100	AdTech
77	-16.38	-3.02	-20.98	6.4100	AdTech
51	-12.92	11.49	-18	6.4100	AdTech
52	-22.58	11.43	-15.26	6.4100	AdTech
33	24.38	-26.58	-16.47	6.4100	AdTech
34	34.26	-24.41	-14.88	6.4100	AdTech
