name	x	y	z	size	manufacturer
45	39.3	-16.57	2.06	6.4100	AdTech
46	45.09	-18	1.95	6.4100	AdTech
51	21.57	-6.05	-20.98	6.4100	AdTech
52	26.85	-5.14	-20.94	6.4100	AdTech
158	50.08	19.01	44.29	6.4100	AdTech
157	46.02	28.59	38.92	6.4100	AdTech
133	64.09	21.35	8.38	6.4100	AdTech
134	65.25	10.66	13.31	6.4100	AdTech
77	38.51	-28.73	2.94	6.4100	AdTech
78	42.33	-24.03	1.51	6.4100	AdTech
