name	x	y	z	size	manufacturer
97	31.87	-37.88	-17.59	6.4100	AdTech
98	42.05	-36.33	-14.13	6.4100	AdTech
118	-33.49	-22.81	-27.56	6.4100	AdTech
119	-43.59	-22.19	-30.83	6.4100	AdTech
44	-41.24	-23.61	9.6	6.4100	AdTech
45	-45.25	-19.92	6.95	6.4100	AdTech
100	62.85	-34.98	-8.8	6.4100	AdTech
101	73.77	-34.43	-8.35	6.4100	AdTech
