name	x	y	z	size	manufacturer
229	56.3	30.39	7.8	6.4100	AdTech
230	58.78	20.45	12.05	6.4100	AdTech
256	46.69	2.95	45.53	6.4100	AdTech
255	44.73	13.56	43.72	6.4100	AdTech
90	-27.87	-8.37	-29.14	6.4100	AdTech
91	-33.24	-8.95	-28.55	6.4100	AdTech
42	40.08	-20.64	-0.3	6.4100	AdTech
43	44.36	-16.64	-1.35	6.4100	AdTech
44	48.18	-13.34	-1.43	6.4100	AdTech
45	52.16	-8.94	-2.34	6.4100	AdTech
89	-22.32	-7.99	-29.47	6.4100	AdTech
90	-27.87	-8.37	-29.14	6.4100	AdTech
